state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Arkansas,5021,Clay County,3968,907,4967,3061,0.798872559,0.182605194,0.616267365
Arkansas,5023,Cleburne County,10595,1941,12739,8654,0.831697935,0.152366748,0.679331188
Arkansas,5025,Cleveland County,2804,524,3374,2280,0.831061055,0.155305276,0.675755779
Arkansas,5027,Columbia County,5367,2466,7940,2901,0.675944584,0.310579345,0.365365239
Arkansas,5029,Conway County,5893,2449,8541,3444,0.689966046,0.286734574,0.403231472
Arkansas,5031,Craighead County,25152,11210,37242,13942,0.675366522,0.301004243,0.374362279
Arkansas,5033,Crawford County,18615,4753,23834,13862,0.781027104,0.199420995,0.581606109
Arkansas,5035,Crittenden County,7028,7362,14681,-334,0.478713984,0.501464478,-0.022750494
Arkansas,5037,Cross County,4753,1642,6534,3111,0.727425773,0.251300888,0.476124885
Arkansas,5039,Dallas County,1482,798,2324,684,0.637693632,0.343373494,0.294320138
Arkansas,5041,Desha County,1805,1638,3505,167,0.514978602,0.467332382,0.04764622
Arkansas,5043,Drew County,4203,2050,6365,2153,0.660329929,0.322073841,0.338256088
Arkansas,5045,Faulkner County,35357,17752,54465,17605,0.649169191,0.325934086,0.323235105
Arkansas,5047,Franklin County,5582,1232,6971,4350,0.800745947,0.176732176,0.624013771
Arkansas,5049,Fulton County,4040,906,5043,3134,0.80111045,0.179654967,0.621455483
Arkansas,5051,Garland County,28359,13015,42327,15344,0.669997874,0.307486947,0.362510927
Arkansas,5053,Grant County,6755,1192,8078,5563,0.836221837,0.147561278,0.68866056
Arkansas,5055,Greene County,12617,2935,15820,9682,0.797534766,0.185524652,0.612010114
Arkansas,5057,Hempstead County,4193,1776,6089,2417,0.688618821,0.29167351,0.396945311
Arkansas,5059,Hot Spring County,9226,2818,12283,6408,0.751119433,0.229422779,0.521696654
Arkansas,5061,Howard County,3246,1158,4473,2088,0.725687458,0.258886653,0.466800805
Arkansas,5063,Independence County,11023,2689,14011,8334,0.786738991,0.191920634,0.594818357
Arkansas,5065,Izard County,4854,949,5925,3905,0.819240506,0.160168776,0.65907173
Arkansas,5067,Jackson County,3509,1183,4775,2326,0.73486911,0.247748691,0.487120419
Arkansas,5069,Jefferson County,8468,12802,21608,-4334,0.391891892,0.592465753,-0.200573862
Arkansas,5071,Johnson County,6766,2107,9059,4659,0.746881554,0.232586378,0.514295176
Arkansas,5073,Lafayette County,1589,698,2325,891,0.68344086,0.300215054,0.383225806
Arkansas,5075,Lawrence County,4608,965,5692,3643,0.809557273,0.169536191,0.640021082
Arkansas,5077,Lee County,1181,1270,2520,-89,0.468650794,0.503968254,-0.03531746
Arkansas,5079,Lincoln County,2502,813,3372,1689,0.741992883,0.241103203,0.50088968
Arkansas,5081,Little River County,3744,1084,4899,2660,0.7642376,0.221269647,0.542967953
Arkansas,5083,Logan County,6567,1464,8205,5103,0.800365631,0.178427788,0.621937843
Arkansas,5085,Lonoke County,23225,6790,30620,16435,0.758491182,0.22175049,0.536740692
Arkansas,5087,Madison County,5885,1491,7501,4394,0.784562058,0.198773497,0.585788562
Arkansas,5089,Marion County,6230,1501,7851,4729,0.793529487,0.191185836,0.60234365
Arkansas,5091,Miller County,11842,3769,15803,8073,0.749351389,0.238499019,0.51085237
Arkansas,5093,Mississippi County,6963,3574,10717,3389,0.649715405,0.333488849,0.316226556
Arkansas,5095,Monroe County,1385,1002,2433,383,0.569256062,0.411837238,0.157418824
Arkansas,5097,Montgomery County,2987,645,3707,2342,0.805772862,0.173995144,0.631777718
Arkansas,5099,Nevada County,2002,849,2907,1153,0.688682491,0.292053664,0.396628827
Arkansas,5101,Newton County,3063,644,3770,2419,0.812466844,0.170822281,0.641644562
Arkansas,5103,Ouachita County,5056,3412,8626,1644,0.586134941,0.395548342,0.190586599
Arkansas,5105,Perry County,3559,923,4584,2636,0.776396161,0.201352531,0.57504363
Arkansas,5107,Phillips County,2098,2754,4938,-656,0.424868368,0.557715674,-0.132847307
Arkansas,5109,Pike County,3746,560,4358,3186,0.859568609,0.128499312,0.731069298
Arkansas,5111,Poinsett County,5731,1235,7079,4496,0.809577624,0.174459669,0.635117955
Arkansas,5113,Polk County,6987,1145,8288,5842,0.843026062,0.138151544,0.704874517
Arkansas,5115,Pope County,18118,5487,24191,12631,0.748956223,0.226819892,0.522136332
Arkansas,5117,Prairie County,2628,524,3200,2104,0.82125,0.16375,0.6575
Arkansas,5119,Pulaski County,57977,92038,153924,-34061,0.37665991,0.59794444,-0.22128453
Arkansas,5121,Randolph County,5367,1138,6636,4229,0.808770344,0.171488849,0.637281495
Arkansas,5123,St. Francis County,2909,2953,5979,-44,0.48653621,0.4938953,-0.00735909
Arkansas,5125,Saline County,39736,16609,57609,23127,0.689753337,0.288305647,0.40144769
Arkansas,5127,Scott County,2913,425,3384,2488,0.860815603,0.125591017,0.735224586
Arkansas,5129,Searcy County,3305,511,3869,2794,0.854225898,0.132075472,0.722150426
Arkansas,5131,Sebastian County,30719,13652,45452,17067,0.675855848,0.30036082,0.375495028
Arkansas,5133,Sevier County,3772,862,4714,2910,0.800169707,0.182859567,0.61731014
Arkansas,5135,Sharp County,5978,1316,7437,4662,0.803818744,0.176953072,0.626865672
Arkansas,5137,Stone County,4808,1089,6030,3719,0.7973466,0.180597015,0.616749585
Arkansas,5139,Union County,10196,5019,15448,5177,0.660020715,0.324896427,0.335124288
Arkansas,5141,Van Buren County,6023,1437,7621,4586,0.790316231,0.188557932,0.601758299
Arkansas,5143,Washington County,50243,43779,97158,6464,0.517126742,0.450595937,0.066530805
Arkansas,5145,White County,24514,5641,30837,18873,0.794954114,0.182929598,0.612024516
Arkansas,5147,Woodruff County,1513,760,2318,753,0.65271786,0.327868852,0.324849008
Arkansas,5149,Yell County,5147,1213,6477,3934,0.794658021,0.187278061,0.60737996
California,6001,Alameda County,140789,499551,669800,-358762,0.210195581,0.745821141,-0.53562556
California,6003,Alpine County,243,479,738,-236,0.329268293,0.649051491,-0.319783198
California,6005,Amador County,14018,7783,22402,6235,0.625747701,0.347424337,0.278323364
California,6007,Butte County,47179,44228,94523,2951,0.499127197,0.467907282,0.031219915
California,6009,Calaveras County,16625,9181,26479,7444,0.627856037,0.346727595,0.281128441
California,6011,Colusa County,4414,2431,7021,1983,0.628685372,0.346246973,0.282438399
California,6013,Contra Costa County,155308,356008,528904,-200700,0.29364119,0.673105138,-0.379463948
California,6015,Del Norte County,5999,4266,10564,1733,0.567872018,0.403824309,0.164047709
California,6017,El Dorado County,61109,47703,111890,13406,0.546152471,0.426338368,0.119814103
California,6019,Fresno County,165924,151628,325994,14296,0.508978693,0.465125125,0.043853568
California,6021,Glenn County,6904,3260,10442,3644,0.66117602,0.312200728,0.348975292
California,6023,Humboldt County,21559,39800,64228,-18241,0.335663574,0.619667435,-0.284003861
California,6025,Imperial County,26546,26083,54025,463,0.491365109,0.482795002,0.008570106
California,6027,Inyo County,4468,4201,8951,267,0.499162105,0.469333035,0.029829069
California,6029,Kern County,167879,108241,283246,59638,0.592696808,0.382144849,0.210551958
California,6031,Kings County,25074,15519,41501,9555,0.604178213,0.373942797,0.230235416
California,6033,Lake County,13161,12794,26759,367,0.491834523,0.478119511,0.013715012
California,6035,Lassen County,8619,2478,11371,6141,0.757980828,0.217922786,0.540058042
California,6037,Los Angeles County,1189862,2417109,3728427,-1227247,0.319132438,0.648291894,-0.329159455
California,6039,Madera County,32344,20981,54624,11363,0.59212068,0.384098565,0.208022115
California,6041,Marin County,24054,116152,144113,-92098,0.166910688,0.805978642,-0.639067954
California,6043,Mariposa County,5625,3622,9509,2003,0.591544852,0.380902303,0.210642549
California,6045,Mendocino County,13528,24049,39216,-10521,0.34496124,0.613244594,-0.268283354
California,6047,Merced County,43955,40190,86392,3765,0.508785536,0.465205112,0.043580424
California,6049,Modoc County,2884,1008,4016,1876,0.71812749,0.250996016,0.467131474
California,6051,Mono County,2294,3522,6064,-1228,0.378298153,0.580804749,-0.202506596
California,6053,Monterey County,49226,93060,146718,-43834,0.335514388,0.634278003,-0.298763615
California,6055,Napa County,20357,43212,65549,-22855,0.310561565,0.659232025,-0.34867046
California,6057,Nevada County,26177,33784,62132,-7607,0.421312689,0.543745574,-0.122432885
California,6059,Orange County,654815,691731,1390965,-36916,0.470763103,0.497302952,-0.026539848
California,6061,Placer County,123941,103958,234809,19983,0.527837519,0.442734307,0.085103212
California,6063,Plumas County,5725,4020,10067,1705,0.568689778,0.399324526,0.169365253
California,6065,Riverside County,463677,451782,940405,11895,0.493060968,0.480412163,0.012648806
California,6067,Sacramento County,252140,381564,656626,-129424,0.383993323,0.581097916,-0.197104592
California,6069,San Benito County,11702,15179,27649,-3477,0.423234113,0.548989114,-0.125755
California,6071,San Bernardino County,378416,362114,761714,16302,0.496795385,0.475393652,0.021401733
California,6073,San Diego County,593270,841372,1477786,-248102,0.401458669,0.569346306,-0.167887637
California,6075,San Francisco County,62594,323719,402964,-261125,0.155333975,0.803344716,-0.64801074
California,6077,San Joaquin County,128996,126647,263671,2349,0.489230898,0.480322068,0.00890883
California,6079,San Luis Obispo County,64932,81314,150766,-16382,0.430680657,0.539339108,-0.108658451
California,6081,San Mateo County,76616,242957,330510,-166341,0.231811443,0.735097274,-0.503285831
California,6083,Santa Barbara County,64870,114149,184715,-49279,0.351189671,0.617973635,-0.266783964
California,6085,Santa Clara County,210924,510744,750433,-299820,0.281069729,0.680599067,-0.399529338
California,6087,Santa Cruz County,27978,100998,134135,-73020,0.208580907,0.752957841,-0.544376934
California,6089,Shasta County,59539,27130,88900,32409,0.669730034,0.305174353,0.364555681
California,6091,Sierra County,1066,641,1754,425,0.607753706,0.365450399,0.242303307
California,6093,Siskiyou County,12461,8329,21489,4132,0.579878077,0.387593653,0.192284425
California,6095,Solano County,70345,113997,189834,-43652,0.370560595,0.600508866,-0.229948271
California,6097,Sonoma County,63426,179600,251426,-116174,0.25226508,0.714325487,-0.462060407
California,6099,Stanislaus County,106986,85347,197472,21639,0.541778075,0.432197982,0.109580092
California,6101,Sutter County,25372,13016,39336,12356,0.645007118,0.330892821,0.314114297
California,6103,Tehama County,18503,7415,26532,11088,0.697384291,0.279473843,0.417910448
California,6105,Trinity County,2979,2449,5645,530,0.527723649,0.433835252,0.093888397
California,6107,Tulare County,81854,53221,138271,28633,0.591982411,0.384903559,0.207078852
California,6109,Tuolumne County,17210,10909,28810,6301,0.597362027,0.378653245,0.218708782
California,6111,Ventura County,158901,217424,387595,-58523,0.409966589,0.560956669,-0.15099008
California,6113,Yolo County,27844,61405,92589,-33561,0.300726868,0.663199732,-0.362472864
California,6115,Yuba County,18491,10725,30070,7766,0.614931826,0.356667775,0.258264051
Colorado,8001,Adams County,103024,124056,233336,-21032,0.441526383,0.531662495,-0.090136113
Colorado,8003,Alamosa County,4057,3244,7519,813,0.539566432,0.431440351,0.108126081
Colorado,8005,Arapahoe County,125311,190725,325451,-65414,0.385037993,0.58603292,-0.200994927
Colorado,8007,Archuleta County,5218,3904,9355,1314,0.55777659,0.417316943,0.140459647
Colorado,8009,Baca County,1686,275,2004,1411,0.841317365,0.137225549,0.704091816
Colorado,8011,Bent County,1496,645,2189,851,0.683417085,0.294655094,0.388761992
Colorado,8013,Boulder County,40758,150149,196150,-109391,0.207789957,0.7654805,-0.557690543
Colorado,8014,Broomfield County,16071,29426,46817,-13355,0.343272743,0.628532371,-0.285259628
Colorado,8015,Chaffee County,6034,7992,14416,-1958,0.418562708,0.554384018,-0.13582131
Colorado,8017,Cheyenne County,930,108,1055,822,0.881516588,0.102369668,0.779146919
Colorado,8019,Clear Creek County,2452,3464,6101,-1012,0.401901328,0.567775774,-0.165874447
Colorado,8021,Conejos County,2358,1627,4104,731,0.574561404,0.396442495,0.178118908
Colorado,8023,Costilla County,850,1155,2080,-305,0.408653846,0.555288462,-0.146634615
Colorado,8025,Crowley County,1231,422,1706,809,0.721570926,0.247362251,0.474208675
Colorado,8027,Custer County,2583,1188,3867,1395,0.667959659,0.307214895,0.360744763
Colorado,8029,Delta County,12948,6030,19476,6918,0.664818238,0.30961183,0.355206408
Colorado,8031,Denver County,74765,278634,363076,-203869,0.205921074,0.767426104,-0.561505029
Colorado,8033,Dolores County,1076,325,1419,751,0.758280479,0.229034531,0.529245948
Colorado,8035,Douglas County,127451,110408,243758,17043,0.522858737,0.452941032,0.069917705
Colorado,8037,Eagle County,10148,16943,27798,-6795,0.365062235,0.609504281,-0.244442046
Colorado,8039,Elbert County,15209,4768,20417,10441,0.74491845,0.233530881,0.511387569
Colorado,8041,El Paso County,203933,166597,380813,37336,0.535520058,0.437477187,0.098042871
Colorado,8043,Fremont County,17313,7526,25467,9787,0.679820945,0.295519692,0.384301253
Colorado,8045,Garfield County,14493,15128,30372,-635,0.477182932,0.498090346,-0.020907415
Colorado,8047,Gilpin County,1729,2254,4129,-525,0.418745459,0.54589489,-0.127149431
Colorado,8049,Grand County,4822,4743,9883,79,0.48790853,0.479915006,0.007993524
Colorado,8051,Gunnison County,3689,6887,10939,-3198,0.337233751,0.629582229,-0.292348478
Colorado,8053,Hinsdale County,332,257,606,75,0.547854785,0.424092409,0.123762376
Colorado,8055,Huerfano County,2346,1965,4438,381,0.528616494,0.442767012,0.085849482
Colorado,8057,Jackson County,634,173,834,461,0.760191847,0.207434053,0.552757794
Colorado,8059,Jefferson County,140505,210875,361504,-70370,0.388667899,0.583326879,-0.19465898
Colorado,8061,Kiowa County,744,102,863,642,0.862108922,0.118192352,0.74391657
Colorado,8063,Kit Carson County,3083,556,3698,2527,0.833693889,0.150351541,0.683342347
Colorado,8065,Lake County,1557,2199,3911,-642,0.398107901,0.562260291,-0.164152391
Colorado,8067,La Plata County,14024,20677,35681,-6653,0.393038312,0.57949609,-0.186457779
Colorado,8069,Larimer County,89680,129376,225482,-39696,0.397725761,0.57377529,-0.176049529
Colorado,8071,Las Animas County,4328,3276,7792,1052,0.555441478,0.420431211,0.135010267
Colorado,8073,Lincoln County,2090,432,2571,1658,0.812913263,0.168028005,0.644885259
Colorado,8075,Logan County,7855,2098,10162,5757,0.77297776,0.206455422,0.566522338
Colorado,8077,Mesa County,55839,33573,91600,22266,0.60959607,0.366517467,0.243078603
Colorado,8079,Mineral County,417,317,753,100,0.553784861,0.420982736,0.132802125
Colorado,8081,Moffat County,5358,1167,6671,4191,0.803177934,0.174936291,0.628241643
Colorado,8083,Montezuma County,8972,5793,15136,3179,0.592758985,0.382729915,0.21002907
Colorado,8085,Montrose County,16704,8354,25617,8350,0.652066987,0.326111567,0.32595542
Colorado,8087,Morgan County,9830,3291,13458,6539,0.730420568,0.244538564,0.485882003
Colorado,8089,Otero County,5520,3164,8925,2356,0.618487395,0.354509804,0.263977591
Colorado,8091,Ouray County,1573,2442,4098,-869,0.383845778,0.595900439,-0.212054661
Colorado,8093,Park County,6828,4841,12044,1987,0.566921289,0.401942876,0.164978412
Colorado,8095,Phillips County,1888,412,2354,1476,0.802039082,0.17502124,0.627017842
Colorado,8097,Pitkin County,2992,7932,11167,-4940,0.267932301,0.710307155,-0.442374854
Colorado,8099,Prowers County,3833,1227,5144,2606,0.745139969,0.238530327,0.506609642
Colorado,8101,Pueblo County,43688,39328,85107,4360,0.513330278,0.46210065,0.051229629
Colorado,8103,Rio Blanco County,2988,637,3690,2351,0.809756098,0.172628726,0.637127371
Colorado,8105,Rio Grande County,3743,2306,6194,1437,0.604294479,0.37229577,0.231998708
Colorado,8107,Routt County,5676,10208,16335,-4532,0.347474747,0.624915825,-0.277441077
Colorado,8109,Saguache County,1577,1704,3400,-127,0.463823529,0.501176471,-0.037352941
Colorado,8111,San Juan County,188,376,588,-188,0.319727891,0.639455782,-0.319727891
Colorado,8113,San Miguel County,1154,3529,4804,-2375,0.240216486,0.73459617,-0.494379684
Colorado,8115,Sedgwick County,1048,283,1358,765,0.771723122,0.208394698,0.563328424
